construct,beta_rejection,p_rejection,beta_gap,p_gap,r2_model2
commonsense_reasoning,0.22175290390707508,0.19918007318142533,0.17960391305214132,0.2258179717031558,0.8729171460543115
knowledge_reasoning,0.05846363018354794,0.49689752990155556,-3.8150067980965376,0.0999845774637516,0.4607900971245087
math_reasoning,13.793351167762435,0.026635430445477164,-12.393165995471731,0.03027621228922172,0.7480320794161133
