construct,beta_rejection,p_rejection,r2_model1
commonsense_reasoning,-0.027156592368258688,0.16950788237071007,0.28886625521040843
knowledge_reasoning,0.036409116175652755,0.7208362374038526,0.02285382951131032
math_reasoning,0.5136250644376683,0.16328978232431973,0.29603055911180653
