construct,beta_rejection,p_rejection,beta_gap,p_gap,r2_model2
commonsense_reasoning,0.024971262259397872,0.49318642168440385,0.15808700540099582,0.1453446602692141,0.5539554131171831
knowledge_reasoning,0.05846363018354767,0.4968975299015568,-3.8150067980965408,0.09998457746375222,0.4607900971245089
math_reasoning,13.793351167762488,0.02663543044547687,-12.39316599547178,0.030276212289221397,0.7480320794161146
