construct,beta_rejection,p_rejection,beta_gap,p_gap,beta_interaction,p_interaction,r2_model3,delta_r2
commonsense_reasoning,0.3180884874265702,0.44105956452294753,0.169659088660802,0.3154725948950771,-1.168040427539398,0.7869228167641065,0.8755168352376494,0.002599689183337972
knowledge_reasoning,1.3500243652004442,0.1583413782559878,6.936056302620088,0.3568197716306816,64.32804220657908,0.17158541141221448,0.6812507803519521,0.2204606832274434
math_reasoning,47.87520253249648,0.3933684307295997,-70.27080944638162,0.453941840293457,238.0869379982082,0.5319303942937048,0.7743704027481183,0.02633832333200503
